data_snap_source,tweet_date,user_name,tweet_text,word_count,image_tweet_text,image_description,image_subjects,image_contains_face,detected_persons,chapter_code,pmi_scores,pmi_sum,hedge_count,booster_count,epistemic_stance,epistemic_density,sentiment_compound,sentiment_pos,sentiment_neg,sentiment_neu
VA_107,15-Aug-24,@McCullough...,"MPOX UPDATE - Gavi, The Vaccine Alliance, is prepared to allocate $500 million for MPOX shots, as the WHO anticipates a likely rise in imported Clade Ib MPOX cases in Europe. This follows Sweden's announcement today of the first confirmed case outside Africa. Gavi has been in",47,", McCullough Founda... & MPOX UPDATE - Gavi, The Vaccine Alliance, is prepared to allocate $500 million for MPOX shots, as the WHO anticipates a likely rise in imported Clade Ib MPOX cases in Europe. This follows Sweden's announcement today of the first confirmed case outside Africa. Gavi has been in unicef  ®""+qyit ¢ @y World Health & THE WORLD BANK X37 Organization IBRD IDA | WoRLD BANKeROUP IMPLEMENTING ® DONOR COUNTRY COUNTRY GOVERNMENTS GOVERNMENTS CIVIL SOCIETY RESEARCH ORGANISATIONS AGENCIES VACCINE PRIVATE SECTOR MANUFACTURERS PARTNERS","An infographic showing the structure of global vaccine partnerships. The image displays a circular diagram with a globe icon in the center (blue and green). Around the globe are various organizations connected in a circular arrangement: UNICEF, Bill & Melinda Gates Foundation, The World Bank, Donor Country Governments, Research Agencies, Private Sector Partners, Vaccine Manufacturers, Civil Society Organizations, and Implementing Country Governments.","global health organizations, vaccine partnerships, organizational structure",False,,VA,"{('vaccine', 'gavi'): 4.6911619045530815, ('vaccine', ','): 4.883806982495478, ('vaccine', 'alliance'): 5.6911619045530815, ('shots', 'million'): 6.2761244052742375, ('shots', 'mpox'): 4.6911619045530815, ('shots', ','): 4.468769483216634}",30.70218658464559,2,2,Mixed,3.174603174603174,0.4215,0.028,0.0,0.972
VA_108,15-Aug-24,@JesslovesMJK,"I still can't believe these jokers picked mpox of all things.

No thanks. No jibby jabs, no masks, no brain swabs, no arm tattoos, no restrictions on LIFE.

JUST SAY NO.",32,"Here we go
Headline from The Economic Times
Shares surged after the announcement $$

WORLD NEWS

Mpox vaccine maker ready to produce 10 million doses

AFP
Last Updated: Aug 15, 2024, 09:36:30 PM IST

Synopsis
Danish drugmaker Bavarian Nordic stated that it could produce up to 10 million doses of the mpox vaccine by 2025 following a WHO declaration of a public health emergency in Africa. The company is ready to begin manufacturing upon receiving orders and has 500,000 doses in stock presently. Shares surged after the announcement.","A screenshot of a news article from The Economic Times about mpox vaccine production, with a headline and synopsis describing Bavarian Nordic's capacity to produce 10 million vaccine doses by 2025 following WHO's public health emergency declaration in Africa.","news article, headline, text",False,,VA,"{('vaccine', 'mpox'): 5.564784618783526}",5.564784618783526,2,0,K- (low certainty),1.639344262295082,0.1456,0.099,0.087,0.813
VA_109,15-Aug-24,@PierreKory,"In 1995, a drug to increase bone density came out. It didn't sell until Merck put bone density scanners everywhere and mass marketed ""pre-osteoporosis.""

Unfortunately, Fosamax made bone more brittle and had many severe side effects...including fractures.",40,"The Great Osteoporosis Scam
How to regain bone health and why the ""treatments"" for Osteoporosis often make things worse.",An X-ray image of what appears to be a femur or leg bone with a fracture. The image has a blue tint and shows the bone structure with a visible break or fracture line. Text overlay on the right side reads about osteoporosis treatments making things worse.,"bone x-ray, fracture",False,,VA,,0.0,0,0,Neutral,0.0,-0.6597,0.094,0.173,0.733
VA_11,3-Sep-24,@ChildrensHealthDefense,"The push for insect consumption is part of a larger ""green agenda"" promoted by organizations like the @FAO, claiming insects are more sustainable protein sources than traditional livestock.

This is not the #FutureOfFood.

Don't fall into their trap. ⬇️",39,"If You Are What You Eat — You Could End ... The push for insect consumption is part of a larger ""green agenda"" promoted by ...",The image appears to be a screenshot of a website article preview with a placeholder icon on the left side and text on the right side showing the headline and beginning of an article about insect consumption.,"website preview, article thumbnail",False,,VA,,0.0,1,0,Neutral,1.612903225806452,0.7003,0.112,0.032,0.856
VA_111,12-Aug-24,@RBystrianyk,An article from the British Medical Journal in 1960 questioned whether universal vaccination for whooping cough is justified and noted that reducing the number of injections a child gets would be beneficial. Imagine that's back in 1960 when the number of injections was a tiny,46,"TQ Children's Health Defense Virginia Chapter reposted ®) Roman Bystrianyk @ @RBystrianyk - Aug 12, 2024 [Jor An article from the British Medical Journal in 1960 questioned whether universal vaccination for whooping cough is justified and noted that reducing the number of injections a child gets would be beneficial. Imagine that’s back in 1960 when the number of injections was a tiny Show more — — ay > i - - o~ 4 a eT ~ 4 ‘ - * ~ - ; aa m, ~~ Os T1158 QO 293 th 36K Ns","A black and white photograph of a stone or concrete cherub statue. The statue depicts a small angel figure with curly hair, with one hand raised to its forehead in what appears to be a gesture of distress or contemplation. The statue is weathered and sits among what looks like stones or gravel.","cherub statue, angel figure, stone sculpture",False,,VA,"{('vaccination', 'questioned'): 6.257387842692652, ('vaccination', 'whether'): 6.257387842692652, ('vaccination', 'universal'): 6.257387842692652, ('vaccination', 'whooping'): 6.257387842692652, ('vaccination', 'cough'): 6.257387842692652, ('injections', 'number'): 5.257387842692652, ('injections', 'child'): 5.257387842692652, ('injections', 'gets'): 5.257387842692652, ('injections', 'tiny'): 5.257387842692652}",52.31649058423387,2,1,K- (low certainty),2.4,0.9022,0.121,0.019,0.86
VA_112,11-Aug-24,@AgeofAutism,The USA needs a Federal Response for guaranteed services & supports for adults with disabling autism. Like IDEA for school. Parents can not shoulder the financial & caretaking (despite our love) without the equivalent of FAPE. Will any Pres candidate talk about this?,41,"""Children with autism will grow up to be adults with autism. They too need supports, acceptance and someone who believes in them.""","A black background with white text that reads: ""Children with autism will grow up to be adults with autism. They too need supports, acceptance and someone who believes in them.""","text, quote",False,,VA,,0.0,0,2,K+ (high certainty),3.174603174603174,0.4646,0.138,0.085,0.777
VA_12,1-Sep-24,@ChildrensHD,"RFK, Jr. Food Attack, Mosquito Viruses & The Big Vaccine Push https://x.com/i/broadcasts/1mnxeAemlVbxX...",16,"TQ Children's Health Defense Virginia Chapter reposted Children’s Health Defense @ @ChildrensHD-Sep1,2024 + RFK, Jr. Food Attack, Mosquito Viruses & The Big Vaccine Push https://x.com/i/broadcasts/1mnxeAem|Vbxx... O3 ts3 0 181 il 5.3K As",A small profile icon showing a silhouette of what appears to be a family or group of people with a globe or earth background in blue colors,"silhouette, globe, family",False,,VA,"{('vaccine', '&'): 5.539158811108031, ('vaccine', 'big'): 5.539158811108031, ('vaccine', 'push'): 5.539158811108031, ('vaccine', 'https'): 5.539158811108031, ('vaccine', ':'): 5.539158811108031}",27.69579405554015,0,0,Neutral,0.0,-0.6369,0.061,0.126,0.813
VA_13,2-Sep-24,@P_McCull...,"With 4 years of experience managing the acute infection and post-acute sequelae from SARS-CoV-2 and COVID-19 vaccination, and 81 listings in the National Library of Medicine PUBMED on COVID-19, I am a specialist in this infectious disease. And yes, I am serious about COVID-19",50,"VAERS COVID Vaccine Adverse Event Reports showing 1,013,375 Reports Through August 2, 2024 with various categories including 18,986 deaths, 90,138 hospitalizations, and other adverse events","A dashboard showing VAERS COVID Vaccine Adverse Event Reports with statistics through August 2, 2024. The dashboard displays various categories of adverse events in red boxes including 18,986 deaths, 90,138 hospitalizations, 118,974 urgent care visits, 199,597 doctor office visits, and other medical conditions like anaphylaxis, Bell's palsy, miscarriages, heart attacks, and more. The total number of reports shown is 1,013,375.","data dashboard, statistics, vaccine adverse events",True,,VA,,0.0,0,0,Neutral,0.0,-0.3818,0.036,0.085,0.878
VA_14,2-Sep-24,@ChildrensHD,"The smart grid is a privacy NIGHTMARE expected to become up to 1000x larger than the internet! It collects tons of data + pieces it together to reveal your every move + habit.

Is Big Brother watching every time you turn on a light switch?

#CHDEMR 🔄 http://childrenshd.org/privacy",48,WIRELESS CONVENIENCE COMES AT A COST. DON'T PAY WITH YOUR PRIVACY AND AUTONOMY. DO SMART GRIDS POWER CITIES OR BIG BROTHER SURVEILLANCE?,"A dark blue graphic with illustrations of power grid elements, circuit patterns, and a globe. The image warns about smart grids and surveillance with text saying 'WIRELESS CONVENIENCE COMES AT A COST. DON'T PAY WITH YOUR PRIVACY AND AUTONOMY' and 'DO SMART GRIDS POWER CITIES OR BIG BROTHER SURVEILLANCE?' The Children's Health Defense logo appears at the bottom.","smart grid, surveillance, power infrastructure, globe, technology",False,,VA,,0.0,0,0,Neutral,0.0,0.8236,0.111,0.0,0.889
VA_15,1-Sep-24,@P_McCull...,"Next Pandemic Organism will be Engineered Arising from a Laboratory

We should consider any new outbreak to be potentially arising from gain-of-function research.  If we are told it is unassailable, we should immediately find therapeutics to handle it early. We should never",44,"TQ Children's Health Defense Virginia Chapter reposted g Peter A. McCullough, M... @ @PMcCull... -Sep1,2024 (J Next Pandemic Organism will be Engineered Arising from a Laboratory We should consider any new outbreak to be potentially arising from gain-of-function research. If we are told it is unassailable, we should immediately find therapeutics to handle it early. We should never Show more on | 2 = ; fe ey iG - F356) = O49 1 745 O 1.4K il 85K A Ss","The image shows a speaker on stage at what appears to be a conference. The person is wearing a blue checkered suit and holding a microphone while gesturing with their hand. The background is dark, and there are logos visible including 'ORACLE FILMS' and 'FBF - The Danish Freedom Movement'. There's also a timer showing '3:56' and the word 'CONFERENCE' at the bottom left.","speaker, stage, conference setting",True,,VA,,0.0,0,5,K+ (high certainty),4.065040650406504,0.128,0.012,0.0,0.988
VA_16,31-Aug-24,@FiveTimesAugust,"""Yes, the tires we sold you are completely flat, have no tread, and will likely cause you to get into a wreck... but that doesn't mean they're not working.""",31,Multiple headlines about COVID-19 vaccines with variations of 'doesn't mean vaccines aren't working' from various news sources,"A collage of news headlines from various sources (Washington Post, CNN, Scientific American, BMJ, CTV News) all discussing COVID-19 vaccines with variations of the phrase 'doesn't mean vaccines aren't working' despite breakthrough infections or vaccinated people getting COVID-19 or being hospitalized.","news headlines, COVID-19 vaccine articles",True,Dr. Anthony Fauci (mentioned in headline),VA,"{('vaccines', ""'""): 3.4811266897366164}",3.481126689736616,1,1,Mixed,3.92156862745098,-0.21,0.038,0.076,0.886
VA_17,31-Aug-24,@OrganicC...,NEW BOOK ANNOUNCEMENT! Vandana Shiva has released a new book about the urgent need for a food and climate future based on the natural regeneration of biodiversity in partnership with the biosphere. LEARN MORE AND PREORDER HERE https://chelseagreen.com/product/the-nature-of-nature/...,45,"PREORDER NOW: The Nature of Nature, The Metabolic Disorder of Climate Change, Vandana Shiva. In The Nature of Nature, world-renowned environmental thinker and activist Vandana Shiva argues that food is the currency of life, a thread woven throughout the web of all life, indivisible from Earth and its natural systems. ""In an age of climate catastrophes and extinction, we need to turn back to nature and learn, once again, how to live sustainably on planet Earth—beginning with our relationship to food.""","The image shows a book cover for 'The Nature of Nature' by Vandana Shiva with the subtitle 'The Metabolic Disorder of Climate Change'. Next to the book cover is a black and white photograph of a woman with a bindi on her forehead, smiling at the camera. The image also contains promotional text about the book.","book cover, person, promotional text",True,Vandana Shiva,VA,,0.0,0,0,Neutral,0.0,0.2003,0.056,0.042,0.902
VA_18,31-Aug-24,@ChildrensHD,⚠️ How to Get Rid of Toxic Foods? Clean Up the Agencies That Are Supposed to Regulate Them,17,"""Let's get the ethics back into this. Let's start putting people first rather than profit for big industries."" @Johnincarlisle","A split image showing a person in glasses and a red shirt on the left side, and various processed foods on the right side including soda, chips, cookies, yogurt, and other snack items. The image has text overlay at the bottom that reads 'How to Get Rid of Toxic Foods? Clean Up the Agencies That Are Suppo...'","food items, beverages, snacks",True,,VA,,0.0,0,0,Neutral,0.0,0.6808,0.138,0.0,0.862
